date,ore_plan_t,waste_plan_t,total_plan_t,ore_actual_t,waste_actual_t,total_actual_t,completion_rate,stripping_ratio
2024-09-09,43317.4,108293.5,151611.0,42015.0,103599.0,145614.0,96.04,2.466
2024-09-10,43390.3,108475.8,151866.1,44589.8,114021.1,158610.9,104.44,2.557
2024-09-11,43462.5,108656.3,152118.8,45982.1,113182.8,159164.9,104.63,2.461
2024-09-12,43533.9,108834.9,152368.8,44778.5,116812.1,161590.6,106.05,2.609
2024-09-13,43604.6,109011.5,152616.1,43384.5,108510.9,151895.4,99.53,2.501
2024-09-14,43674.4,109186.0,152860.4,46817.3,117050.5,163867.8,107.2,2.5
2024-09-15,43743.3,109358.3,153101.6,44582.6,106794.5,151377.0,98.87,2.395
2024-09-16,43811.3,109528.3,153339.7,43722.4,109993.6,153716.1,100.25,2.516
2024-09-17,43878.4,109695.9,153574.3,43483.9,111514.2,154998.1,100.93,2.564
2024-09-18,43944.4,109861.0,153805.5,43272.9,106391.6,149664.5,97.31,2.459
2024-09-19,44009.4,110023.6,154033.0,42124.7,102761.7,144886.4,94.06,2.439
2024-09-20,44073.4,110183.4,154256.8,43875.2,106247.2,150122.4,97.32,2.422
2024-09-21,44136.2,110340.5,154476.7,41519.5,108959.6,150479.1,97.41,2.624
2024-09-22,44197.9,110494.8,154692.7,44984.4,110502.2,155486.5,100.51,2.456
2024-09-23,44258.5,110646.1,154904.6,46937.4,118327.0,165264.4,106.69,2.521
2024-09-24,44317.8,110794.5,155112.3,47353.2,114218.6,161571.8,104.16,2.412
2024-09-25,44375.9,110939.8,155315.8,45051.6,117481.6,162533.2,104.65,2.608
2024-09-26,44432.8,111082.0,155514.9,44757.8,111978.7,156736.5,100.79,2.502
2024-09-27,44488.4,111221.1,155709.6,45423.7,108811.1,154234.7,99.05,2.395
2024-09-28,44542.8,111357.0,155899.7,44274.0,110294.6,154568.6,99.15,2.491
2024-09-29,44595.8,111489.5,156085.4,45145.1,115138.6,160283.6,102.69,2.55
2024-09-30,44647.5,111618.8,156266.3,48560.9,119766.8,168327.7,107.72,2.466
2024-10-01,44697.9,111744.8,156442.7,48661.2,116972.2,165633.4,105.87,2.404
2024-10-02,44746.9,111867.3,156614.2,48941.8,119514.1,168456.0,107.56,2.442
2024-10-03,44794.6,111986.4,156781.0,47786.5,122343.6,170130.1,108.51,2.56
2024-10-04,44840.9,112102.1,156943.0,44110.6,114545.1,158655.7,101.09,2.597
2024-10-05,44885.8,112214.4,157100.2,43729.2,107411.6,151140.8,96.21,2.456
2024-10-06,44929.3,112323.2,157252.4,43215.4,113360.0,156575.4,99.57,2.623
2024-10-07,44971.4,112428.5,157399.8,42887.1,109727.8,152614.9,96.96,2.559
2024-10-08,45012.1,112530.3,157542.4,44789.8,106013.1,150802.8,95.72,2.367
2024-10-09,45051.4,112628.5,157680.0,41464.3,104273.8,145738.0,92.43,2.515
2024-10-10,45089.3,112723.3,157812.7,42999.9,108425.1,151425.1,95.95,2.522
2024-10-11,45125.9,112814.7,157940.5,43264.0,105232.4,148496.4,94.02,2.432
2024-10-12,45161.0,112902.5,158063.5,44399.4,112395.2,156794.6,99.2,2.531
2024-10-13,45194.7,112986.8,158181.6,44193.7,108176.0,152369.7,96.33,2.448
2024-10-14,45227.1,113067.7,158294.8,46011.1,108796.9,154808.0,97.8,2.365
2024-10-15,45258.1,113145.2,158403.3,46549.4,118854.7,165404.0,104.42,2.553
2024-10-16,45287.7,113219.3,158507.0,42172.9,110032.6,152205.5,96.02,2.609
2024-10-17,45316.0,113290.0,158606.0,43671.1,108155.3,151826.4,95.73,2.477
2024-10-18,45342.9,113357.4,158700.3,41496.7,104617.5,146114.2,92.07,2.521
2024-10-19,45368.6,113421.4,158790.0,47004.5,114182.1,161186.6,101.51,2.429
2024-10-20,45392.9,113482.2,158875.1,43755.0,107848.0,151603.0,95.42,2.465
2024-10-21,45415.9,113539.8,158955.8,46059.3,114387.1,160446.4,100.94,2.483
2024-10-22,45437.7,113594.3,159032.0,42141.9,107270.3,149412.2,93.95,2.545
2024-10-23,45458.2,113645.6,159103.8,46986.7,116536.3,163523.0,102.78,2.48
2024-10-24,45477.5,113693.9,159171.4,47341.4,119393.7,166735.0,104.75,2.522
2024-10-25,45495.7,113739.2,159234.8,48049.9,115999.6,164049.5,103.02,2.414
2024-10-26,45512.6,113781.5,159294.1,46805.0,109450.0,156255.0,98.09,2.338
2024-10-27,45528.4,113821.0,159349.4,44683.2,107470.9,152154.1,95.48,2.405
2024-10-28,45543.1,113857.7,159400.7,43460.3,110020.7,153481.1,96.29,2.532
2024-10-29,45556.7,113891.6,159448.3,46500.3,118327.2,164827.5,103.37,2.545
2024-10-30,45569.2,113922.9,159492.1,45458.0,114566.4,160024.5,100.33,2.52
2024-10-31,45580.7,113951.7,159532.4,46742.1,117161.9,163904.0,102.74,2.507
2024-11-01,45591.2,113977.9,159569.1,44139.4,115514.0,159653.4,100.05,2.617
2024-11-02,45600.7,114001.8,159602.5,46541.4,116952.8,163494.1,102.44,2.513
2024-11-03,45609.3,114023.3,159632.6,48574.4,122022.3,170596.7,106.87,2.512
2024-11-04,45617.0,114042.5,159659.5,48854.0,116899.3,165753.3,103.82,2.393
2024-11-05,45623.9,114059.6,159683.5,43714.7,105445.7,149160.4,93.41,2.412
2024-11-06,45629.9,114074.7,159704.6,44797.6,114541.6,159339.2,99.77,2.557
2024-11-07,45635.1,114087.8,159722.9,42284.4,110388.6,152673.0,95.59,2.611
2024-11-08,45639.6,114099.0,159738.6,43390.9,112858.1,156249.0,97.82,2.601
2024-11-09,45643.4,114108.4,159751.8,44783.3,113758.6,158541.9,99.24,2.54
2024-11-10,45646.5,114116.2,159762.6,45365.1,115909.5,161274.6,100.95,2.555
2024-11-11,45648.9,114122.3,159771.2,51008.7,117055.8,168064.4,105.19,2.295
2024-11-12,45650.8,114127.0,159777.8,50118.1,124737.2,174855.2,109.44,2.489
2024-11-13,45652.1,114130.3,159782.4,49762.3,123837.8,173600.1,108.65,2.489
2024-11-14,45652.9,114132.3,159785.2,48068.7,123185.9,171254.7,107.18,2.563
2024-11-15,45653.2,114133.1,159786.3,46672.2,121782.0,168454.1,105.42,2.609
2024-11-16,45653.1,114132.8,159785.9,46996.6,121548.6,168545.1,105.48,2.586
2024-11-17,45652.6,114131.5,159784.1,48371.9,117900.8,166272.7,104.06,2.437
2024-11-18,45651.7,114129.3,159781.1,47608.5,123125.5,170734.0,106.85,2.586
2024-11-19,45650.6,114126.4,159777.0,51915.1,130798.5,182713.6,114.36,2.519
2024-11-20,45649.1,114122.8,159771.9,48315.3,124500.7,172816.0,108.16,2.577
2024-11-21,45647.4,114118.6,159766.0,49252.0,126669.4,175921.5,110.11,2.572
2024-11-22,45645.6,114113.9,159759.5,52776.8,125628.3,178405.1,111.67,2.38
2024-11-23,45643.5,114108.8,159752.4,46735.6,121906.9,168642.5,105.56,2.608
2024-11-24,45641.4,114103.5,159744.9,46945.0,112310.2,159255.2,99.69,2.392
2024-11-25,45639.2,114097.9,159737.1,43996.3,113727.6,157723.9,98.74,2.585
2024-11-26,45636.9,114092.3,159729.2,43609.8,106093.1,149702.9,93.72,2.433
2024-11-27,45634.7,114086.7,159721.4,45334.1,115138.0,160472.1,100.47,2.54
2024-11-28,45632.5,114081.2,159713.7,44295.1,110694.4,154989.5,97.04,2.499
2024-11-29,45630.3,114075.9,159706.2,47255.1,117322.4,164577.5,103.05,2.483
2024-11-30,45628.3,114070.8,159699.2,47200.0,116974.8,164174.7,102.8,2.478
2024-12-01,45626.5,114066.2,159692.6,50350.7,125134.4,175485.2,109.89,2.485
2024-12-02,45624.8,114062.0,159686.7,48387.3,118482.5,166869.8,104.5,2.449
2024-12-03,45623.3,114058.3,159681.6,46176.2,118723.0,164899.2,103.27,2.571
2024-12-04,45622.1,114055.3,159677.4,46341.6,120340.4,166682.0,104.39,2.597
2024-12-05,45621.2,114053.0,159674.1,43346.9,111896.5,155243.4,97.23,2.581
2024-12-06,45620.6,114051.4,159672.0,44879.4,111545.3,156424.7,97.97,2.485
2024-12-07,45620.3,114050.8,159671.1,48343.2,119476.5,167819.7,105.1,2.471
2024-12-08,45620.4,114051.1,159671.5,46004.7,111655.7,157660.3,98.74,2.427
2024-12-09,45620.9,114052.3,159673.3,44447.1,117343.1,161790.2,101.33,2.64
2024-12-10,45621.9,114054.7,159676.6,42999.9,112982.5,155982.4,97.69,2.628
2024-12-11,45623.3,114058.2,159681.5,41473.9,102063.3,143537.1,89.89,2.461
2024-12-12,45625.2,114062.9,159688.1,42242.1,108950.1,151192.2,94.68,2.579
2024-12-13,45627.6,114068.9,159696.5,39654.5,109200.8,148855.3,93.21,2.754
2024-12-14,45630.5,114076.2,159706.7,43433.7,108517.2,151950.9,95.14,2.498
2024-12-15,45634.0,114084.9,159718.8,46880.5,116355.9,163236.4,102.2,2.482
2024-12-16,45638.0,114095.0,159733.0,45305.9,120651.8,165957.7,103.9,2.663
2024-12-17,45642.6,114106.5,159749.1,46731.5,115831.7,162563.2,101.76,2.479
2024-12-18,45647.8,114119.6,159767.4,46621.8,120394.6,167016.3,104.54,2.582
2024-12-19,45653.7,114134.2,159787.9,44256.9,112582.5,156839.4,98.15,2.544
2024-12-20,45660.2,114150.4,159810.6,42108.4,104776.7,146885.1,91.91,2.488
2024-12-21,45667.3,114168.2,159835.5,42356.0,98863.0,141219.0,88.35,2.334
2024-12-22,45675.1,114187.6,159862.7,42693.6,107017.7,149711.3,93.65,2.507
2024-12-23,45683.5,114208.7,159892.2,46442.9,116799.8,163242.7,102.1,2.515
2024-12-24,45692.6,114231.5,159924.1,44350.9,112443.2,156794.1,98.04,2.535
2024-12-25,45702.4,114256.0,159958.4,42678.9,106578.5,149257.4,93.31,2.497
2024-12-26,45712.9,114282.2,159995.1,41279.6,106254.3,147533.9,92.21,2.574
2024-12-27,45724.0,114310.1,160034.1,23222.9,61160.5,84383.3,52.73,2.634
2024-12-28,45735.9,114339.7,160075.6,46000.8,115131.3,161132.1,100.66,2.503
2024-12-29,45748.4,114371.1,160119.5,49341.2,123695.1,173036.3,108.07,2.507
2024-12-30,45761.7,114404.1,160165.8,49516.2,130763.2,180279.4,112.56,2.641
2024-12-31,45775.6,114438.9,160214.5,50127.9,122542.3,172670.2,107.77,2.445
2025-01-01,48064.3,120160.9,168225.2,49805.0,122502.5,172307.5,102.43,2.46
2025-01-02,48079.7,120199.2,168278.8,50028.1,125363.5,175391.6,104.23,2.506
2025-01-03,48095.7,120239.2,168334.9,51896.7,133331.8,185228.5,110.04,2.569
2025-01-04,48112.4,120281.0,168393.5,49667.6,129383.9,179051.4,106.33,2.605
2025-01-05,48129.8,120324.6,168454.4,48691.9,117660.4,166352.3,98.75,2.416
2025-01-06,48147.9,120369.8,168517.7,50011.2,129784.4,179795.6,106.69,2.595
2025-01-07,48166.7,120416.6,168583.3,52063.1,132419.5,184482.6,109.43,2.543
2025-01-08,48186.1,120465.1,168651.2,51496.2,127940.8,179436.9,106.4,2.484
2025-01-09,48206.1,120515.2,168721.3,55553.4,134740.9,190294.3,112.79,2.425
2025-01-10,48226.7,120566.8,168793.5,48488.2,120923.9,169412.1,100.37,2.494
2025-01-11,48248.0,120619.9,168867.8,46356.1,117630.6,163986.7,97.11,2.538
2025-01-12,48269.8,120674.4,168944.1,48903.0,123557.6,172460.7,102.08,2.527
2025-01-13,48292.1,120730.3,169022.4,48998.5,118702.9,167701.4,99.22,2.423
2025-01-14,48315.0,120787.5,169102.4,47479.0,119464.6,166943.6,98.72,2.516
2025-01-15,48338.4,120845.9,169184.3,51209.4,126924.1,178133.6,105.29,2.479
2025-01-16,48362.2,120905.5,169267.7,49158.4,126042.2,175200.7,103.51,2.564
2025-01-17,48386.5,120966.2,169352.7,49769.3,117159.3,166928.6,98.57,2.354
2025-01-18,48411.2,121028.0,169439.2,51422.2,130933.7,182355.9,107.62,2.546
2025-01-19,48436.3,121090.7,169527.0,49707.7,125404.2,175111.9,103.29,2.523
2025-01-20,48461.7,121154.3,169616.0,50013.2,125642.8,175656.0,103.56,2.512
2025-01-21,48487.5,121218.6,169706.1,51006.1,129039.5,180045.7,106.09,2.53
2025-01-22,48513.5,121283.7,169797.2,52958.6,134413.5,187372.1,110.35,2.538
2025-01-23,48539.7,121349.4,169889.1,45683.1,118549.2,164232.2,96.67,2.595
2025-01-24,48566.2,121415.5,169981.8,48522.5,119386.9,167909.4,98.78,2.46
2025-01-25,48592.9,121482.1,170075.0,49481.2,126028.4,175509.5,103.2,2.547
2025-01-26,48619.6,121549.1,170168.7,52715.6,131140.7,183856.3,108.04,2.488
2025-01-27,48646.5,121616.2,170262.7,54684.1,134641.7,189325.8,111.2,2.462
2025-01-28,48673.4,121683.4,170356.8,53841.1,128133.7,181974.8,106.82,2.38
2025-01-29,48700.3,121750.7,170451.0,53707.5,133977.1,187684.6,110.11,2.495
2025-01-30,48727.1,121817.8,170545.0,52561.7,128147.0,180708.7,105.96,2.438
2025-01-31,48753.9,121884.8,170638.7,51267.6,127431.8,178699.4,104.72,2.486
2025-02-01,48780.5,121951.4,170731.9,50996.0,129319.6,180315.6,105.61,2.536
2025-02-02,48807.0,122017.5,170824.6,47211.8,124266.2,171478.0,100.38,2.632
2025-02-03,48833.3,122083.2,170916.4,51124.4,123171.5,174295.9,101.98,2.409
2025-02-04,48859.2,122148.1,171007.3,51256.2,131044.4,182300.6,106.6,2.557
2025-02-05,48884.9,122212.3,171097.2,49379.8,131428.4,180808.2,105.68,2.662
2025-02-06,48910.2,122275.5,171185.7,50141.4,122735.0,172876.5,100.99,2.448
2025-02-07,48935.1,122337.7,171272.8,52742.5,130743.7,183486.2,107.13,2.479
2025-02-08,48959.5,122398.8,171358.3,49865.8,122490.7,172356.5,100.58,2.456
2025-02-09,48983.5,122458.6,171442.1,52290.8,132638.4,184929.2,107.87,2.537
2025-02-10,49006.8,122517.0,171523.9,52411.4,135249.8,187661.2,109.41,2.581
2025-02-11,49029.6,122574.0,171603.5,47310.8,125987.6,173298.4,100.99,2.663
2025-02-12,49051.7,122629.2,171680.9,48890.3,125323.1,174213.4,101.48,2.563
2025-02-13,49073.1,122682.7,171755.8,51023.4,122085.6,173109.0,100.79,2.393
2025-02-14,49093.8,122734.4,171828.1,49851.3,123215.3,173066.6,100.72,2.472
2025-02-15,49113.6,122784.0,171897.6,48910.3,115951.3,164861.5,95.91,2.371
2025-02-16,49132.6,122831.5,171964.2,52509.8,128775.0,181284.8,105.42,2.452
2025-02-17,49150.7,122876.8,172027.6,49066.2,125567.9,174634.1,101.52,2.559
2025-02-18,49167.9,122919.7,172087.6,51119.8,122006.1,173125.9,100.6,2.387
2025-02-19,49184.1,122960.2,172144.3,45182.5,124320.5,169503.0,98.47,2.752
2025-02-20,49199.2,122998.0,172197.2,49993.5,130617.2,180610.7,104.89,2.613
2025-02-21,49213.3,123033.2,172246.4,49636.7,128224.1,177860.7,103.26,2.583
2025-02-22,49226.2,123065.5,172291.6,47602.6,116998.2,164600.8,95.54,2.458
2025-02-23,49237.9,123094.8,172332.8,46075.6,117076.5,163152.1,94.67,2.541
2025-02-24,49248.5,123121.1,172369.6,47380.7,114399.6,161780.3,93.86,2.414
2025-02-25,49257.7,123144.3,172402.0,49828.7,126192.9,176021.7,102.1,2.533
2025-02-26,49265.7,123164.2,172429.9,52343.2,130776.9,183120.1,106.2,2.498
2025-02-27,49272.3,123180.7,172453.0,47840.1,122448.8,170288.9,98.75,2.56
2025-02-28,49277.5,123193.7,172471.2,47813.9,119446.2,167260.2,96.98,2.498
2025-03-01,49281.3,123203.2,172484.5,49724.5,121867.7,171592.2,99.48,2.451
2025-03-02,49283.6,123209.0,172492.6,47891.7,120720.2,168611.9,97.75,2.521
2025-03-03,49284.4,123211.0,172495.5,50804.6,126047.8,176852.4,102.53,2.481
2025-03-04,49283.7,123209.2,172492.9,51793.6,131833.0,183626.6,106.45,2.545
2025-03-05,49281.4,123203.4,172484.8,50715.3,126912.5,177627.8,102.98,2.502
2025-03-06,49277.5,123193.7,172471.1,49243.8,130088.3,179332.2,103.98,2.642
2025-03-07,49271.9,123179.7,172451.6,49533.7,126478.2,176011.9,102.06,2.553
2025-03-08,49264.7,123161.6,172426.3,49329.5,126562.7,175892.2,102.01,2.566
2025-03-09,49255.7,123139.3,172395.0,53442.3,130054.6,183496.9,106.44,2.434
2025-03-10,49245.0,123112.6,172357.6,51174.0,128058.5,179232.4,103.99,2.502
2025-03-11,49232.6,123081.5,172314.1,50892.2,124179.2,175071.4,101.6,2.44
2025-03-12,49218.4,123045.9,172264.3,49091.5,123718.7,172810.2,100.32,2.52
2025-03-13,49202.3,123005.8,172208.1,50425.1,122613.4,173038.5,100.48,2.432
2025-03-14,49184.5,122961.1,172145.6,52168.3,127395.3,179563.6,104.31,2.442
2025-03-15,49164.7,122911.8,172076.6,53621.7,138707.0,192328.7,111.77,2.587
2025-03-16,49143.1,122857.8,172001.0,48574.1,124772.5,173346.7,100.78,2.569
2025-03-17,49119.7,122799.1,171918.8,51567.0,126103.2,177670.2,103.35,2.445
2025-03-18,49094.3,122735.7,171830.0,50840.6,128721.7,179562.3,104.5,2.532
2025-03-19,49067.0,122667.4,171734.4,49374.2,120344.7,169718.9,98.83,2.437
2025-03-20,49037.7,122594.4,171632.1,48764.8,126705.5,175470.3,102.24,2.598
2025-03-21,49006.6,122516.5,171523.1,47452.3,125579.1,173031.4,100.88,2.646
2025-03-22,48973.5,122433.7,171407.2,49639.1,124565.9,174205.0,101.63,2.509
2025-03-23,48938.4,122346.1,171284.5,49372.0,126350.1,175722.1,102.59,2.559
2025-03-24,48901.4,122253.5,171155.0,48404.2,121693.5,170097.7,99.38,2.514
2025-03-25,48862.5,122156.1,171018.6,45497.2,123564.7,169061.9,98.86,2.716
2025-03-26,48821.5,122053.8,170875.4,46203.9,110922.1,157126.1,91.95,2.401
2025-03-27,48778.7,121946.7,170725.3,44738.8,115649.4,160388.2,93.95,2.585
2025-03-28,48733.9,121834.6,170568.5,46562.6,114399.2,160961.8,94.37,2.457
2025-03-29,48687.1,121717.7,170404.8,48375.9,119807.6,168183.5,98.7,2.477
2025-03-30,48638.4,121596.0,170234.4,49879.9,122056.9,171936.8,101.0,2.447
2025-03-31,48587.8,121469.5,170057.3,50750.2,126386.4,177136.6,104.16,2.49
2025-04-01,48535.3,121338.2,169873.4,48654.1,121198.6,169852.7,99.99,2.491
2025-04-02,48480.8,121202.1,169683.0,48396.6,117409.5,165806.2,97.72,2.426
2025-04-03,48424.5,121061.4,169485.9,47302.0,113920.8,161222.8,95.12,2.408
2025-04-04,48366.4,120916.0,169282.4,49282.9,121548.0,170830.8,100.91,2.466
2025-04-05,48306.4,120766.0,169072.4,47579.7,116156.8,163736.5,96.84,2.441
2025-04-06,48244.6,120611.4,168856.0,47689.4,116181.1,163870.5,97.05,2.436
2025-04-07,48181.0,120452.4,168633.4,46968.4,112095.5,159063.9,94.33,2.387
2025-04-08,48115.6,120289.0,168404.6,44876.2,115172.9,160049.1,95.04,2.566
2025-04-09,48048.5,120121.2,168169.7,46705.1,122365.5,169070.7,100.54,2.62
2025-04-10,47979.7,119949.1,167928.8,49493.1,120366.9,169860.0,101.15,2.432
2025-04-11,47909.2,119772.9,167682.0,49042.2,124242.8,173285.0,103.34,2.533
2025-04-12,47837.0,119592.5,167429.6,49609.2,117778.5,167387.7,99.97,2.374
2025-04-13,47763.3,119408.2,167171.5,48825.7,122567.6,171393.3,102.53,2.51
2025-04-14,47688.0,119219.9,166907.9,49873.6,122458.2,172331.8,103.25,2.455
2025-04-15,47611.1,119027.8,166638.9,47270.9,121266.4,168537.3,101.14,2.565
2025-04-16,47532.8,118832.0,166364.8,50710.7,128024.1,178734.7,107.44,2.525
2025-04-17,47453.0,118632.6,166085.6,50004.4,126125.0,176129.3,106.05,2.522
2025-04-18,47371.9,118429.7,165801.5,49125.9,125035.4,174161.3,105.04,2.545
2025-04-19,47289.3,118223.4,165512.7,49693.9,119262.9,168956.8,102.08,2.4
2025-04-20,47205.5,118013.8,165219.4,46929.4,123755.0,170684.4,103.31,2.637
2025-04-21,47120.5,117801.1,164921.6,45414.2,118652.3,164066.5,99.48,2.613
2025-04-22,47034.2,117585.5,164619.6,47564.2,117788.5,165352.7,100.45,2.476
2025-04-23,46946.8,117366.9,164313.7,43967.1,108263.8,152230.9,92.65,2.462
2025-04-24,46858.2,117145.6,164003.8,43363.8,107692.0,151055.8,92.11,2.483
2025-04-25,46768.7,116921.7,163690.4,46815.9,112915.8,159731.7,97.58,2.412
2025-04-26,46678.1,116695.4,163373.5,45704.8,109926.2,155630.9,95.26,2.405
2025-04-27,46586.7,116466.7,163053.4,47179.8,114589.8,161769.5,99.21,2.429
2025-04-28,46494.4,116235.9,162730.2,47620.6,121372.6,168993.2,103.85,2.549
2025-04-29,46401.2,116003.1,162404.3,49273.1,121985.8,171259.0,105.45,2.476
2025-04-30,46307.4,115768.4,162075.7,44452.7,113962.5,158415.1,97.74,2.564
2025-05-01,46212.8,115532.0,161744.8,45273.7,114336.3,159610.1,98.68,2.525
2025-05-02,46117.6,115294.1,161411.8,47713.5,120032.5,167746.1,103.92,2.516
2025-05-03,46021.9,115054.8,161076.8,46276.3,120428.6,166704.9,103.49,2.602
2025-05-04,45925.7,114814.3,160740.1,47399.5,117238.2,164637.7,102.42,2.473
2025-05-05,45829.1,114572.8,160401.9,49688.7,116184.0,165872.7,103.41,2.338
2025-05-06,45732.2,114330.4,160062.5,45140.8,109105.3,154246.1,96.37,2.417
2025-05-07,45634.9,114087.3,159722.2,47642.9,116798.5,164441.4,102.95,2.452
2025-05-08,45537.4,113843.6,159381.1,46295.9,115132.4,161428.3,101.28,2.487
2025-05-09,45439.8,113599.6,159039.5,48635.9,115653.2,164289.0,103.3,2.378
2025-05-10,45342.2,113355.4,158697.6,47432.7,123308.6,170741.3,107.59,2.6
2025-05-11,45244.5,113111.2,158355.7,46116.6,108696.2,154812.9,97.76,2.357
2025-05-12,45146.9,112867.2,158014.0,48265.3,115129.2,163394.5,103.41,2.385
2025-05-13,45049.4,112623.5,157672.9,44818.4,109440.2,154258.5,97.83,2.442
2025-05-14,44952.1,112380.3,157332.4,42510.2,112903.7,155413.9,98.78,2.656
2025-05-15,44855.1,112137.8,156993.0,45150.7,112738.0,157888.7,100.57,2.497
2025-05-16,44758.5,111896.2,156654.7,43714.3,107692.4,151406.7,96.65,2.464
2025-05-17,44662.3,111655.7,156317.9,42577.8,104926.5,147504.3,94.36,2.464
2025-05-18,44566.5,111416.3,155982.9,42199.2,109908.6,152107.8,97.52,2.605
2025-05-19,44471.4,111178.4,155649.8,43281.5,106820.1,150101.6,96.44,2.468
2025-05-20,44376.8,110942.1,155318.9,43757.4,111215.2,154972.6,99.78,2.542
2025-05-21,44283.0,110707.5,154990.5,43557.9,111653.7,155211.6,100.14,2.563
2025-05-22,44190.0,110474.9,154664.8,41202.3,109134.9,150337.2,97.2,2.649
2025-05-23,44097.7,110244.4,154342.1,42352.7,106277.5,148630.2,96.3,2.509
2025-05-24,44006.4,110016.1,154022.6,43093.7,106279.9,149373.6,96.98,2.466
2025-05-25,43916.1,109790.3,153706.5,43867.2,108740.6,152607.8,99.29,2.479
2025-05-26,43826.9,109567.2,153394.0,40559.0,103871.8,144430.9,94.16,2.561
2025-05-27,43738.7,109346.8,153085.5,41500.0,105426.3,146926.4,95.98,2.54
2025-05-28,43651.7,109129.3,152781.1,20380.6,48662.1,69042.6,45.19,2.388
2025-05-29,43566.0,108915.0,152481.1,41685.3,106507.7,148193.0,97.19,2.555
2025-05-30,43481.6,108704.0,152185.6,42012.0,103427.8,145439.8,95.57,2.462
2025-05-31,43398.6,108496.4,151895.0,44432.2,112374.5,156806.6,103.23,2.529
2025-06-01,43317.0,108292.4,151609.4,42293.4,106873.1,149166.5,98.39,2.527
2025-06-02,43236.9,108092.2,151329.1,42340.6,107810.4,150151.0,99.22,2.546
2025-06-03,43158.3,107895.8,151054.2,42791.5,102109.2,144900.7,95.93,2.386
2025-06-04,43081.4,107703.6,150785.0,41715.4,99526.2,141241.6,93.67,2.386
2025-06-05,43006.2,107515.4,150521.6,43982.9,113538.0,157520.9,104.65,2.581
2025-06-06,42932.7,107331.7,150264.4,42475.6,105537.0,148012.6,98.5,2.485
2025-06-07,42861.0,107152.4,150013.3,44007.7,112304.6,156312.3,104.2,2.552
2025-06-08,42791.1,106977.7,149768.8,42007.0,104456.5,146463.5,97.79,2.487
2025-06-09,42723.1,106807.7,149530.8,40637.1,103044.8,143681.9,96.09,2.536
2025-06-10,42657.0,106642.6,149299.7,40930.7,106201.0,147131.7,98.55,2.595
2025-06-11,42593.0,106482.5,149075.5,40297.8,103475.7,143773.5,96.44,2.568
2025-06-12,42531.0,106327.5,148858.5,43036.3,103481.3,146517.6,98.43,2.405
2025-06-13,42471.1,106177.7,148648.7,44510.9,112181.2,156692.0,105.41,2.52
2025-06-14,42413.3,106033.2,148446.4,44608.2,112012.8,156621.0,105.51,2.511
2025-06-15,42357.6,105894.1,148251.8,45289.0,104894.0,150182.9,101.3,2.316
2025-06-16,42304.2,105760.6,148064.8,43027.0,103056.1,146083.1,98.66,2.395
2025-06-17,42253.1,105632.7,147885.7,44635.3,111652.3,156287.5,105.68,2.501
2025-06-18,42204.2,105510.5,147714.7,43046.3,111351.3,154397.6,104.52,2.587
2025-06-19,42157.6,105394.1,147551.7,44170.8,112951.0,157121.9,106.49,2.557
2025-06-20,42113.4,105283.5,147397.0,41867.0,107095.7,148962.7,101.06,2.558
2025-06-21,42071.6,105179.0,147250.5,39739.7,106884.7,146624.4,99.57,2.69
2025-06-22,42032.2,105080.4,147112.6,42291.8,103774.8,146066.6,99.29,2.454
2025-06-23,41995.2,104988.0,146983.1,41137.4,105256.5,146393.9,99.6,2.559
2025-06-24,41960.7,104901.6,146862.3,43165.2,106400.5,149565.7,101.84,2.465
2025-06-25,41928.6,104821.5,146750.1,44917.4,107293.6,152211.0,103.72,2.389
2025-06-26,41899.1,104747.7,146646.7,42976.9,108432.0,151408.9,103.25,2.523
2025-06-27,41872.0,104680.1,146552.2,44427.9,102717.2,147145.2,100.4,2.312
2025-06-28,41847.6,104618.9,146466.4,43948.8,108500.5,152449.3,104.08,2.469
2025-06-29,41825.6,104564.0,146389.6,40476.7,100932.4,141409.1,96.6,2.494
2025-06-30,41806.2,104515.6,146321.8,39553.2,95987.7,135540.9,92.63,2.427
2025-07-01,41789.4,104473.5,146262.9,40512.7,102567.7,143080.5,97.82,2.532
2025-07-02,41775.2,104437.9,146213.0,39590.9,101011.3,140602.2,96.16,2.551
2025-07-03,41763.5,104408.7,146172.2,44524.6,109532.4,154057.1,105.39,2.46
2025-07-04,41754.4,104386.0,146140.4,44481.8,110410.6,154892.5,105.99,2.482
2025-07-05,41747.9,104369.7,146117.6,42557.6,109534.3,152091.9,104.09,2.574
2025-07-06,41743.9,104359.9,146103.8,41025.5,109138.9,150164.3,102.78,2.66
2025-07-07,41742.6,104356.4,146099.0,39798.5,105400.5,145199.0,99.38,2.648
2025-07-08,41743.8,104359.4,146103.2,41350.9,98188.2,139539.1,95.51,2.375
2025-07-09,41747.5,104368.8,146116.4,41735.3,104185.2,145920.5,99.87,2.496
2025-07-10,41753.8,104384.6,146138.4,39554.9,98439.8,137994.6,94.43,2.489
2025-07-11,41762.7,104406.6,146169.3,36034.1,90815.6,126849.7,86.78,2.52
2025-07-12,41774.0,104435.0,146209.0,39152.2,100861.3,140013.6,95.76,2.576
2025-07-13,41787.8,104469.6,146257.5,37044.8,95061.2,132106.0,90.32,2.566
2025-07-14,41804.2,104510.4,146314.6,40585.6,96356.3,136941.9,93.59,2.374
