date,equipment_id,equipment_name,build_year,trips_per_shift,shifts_worked,payload_t,daily_haulage_t
2024-12-22,TR-08,08#矿车,2015,8.36,3,222.5,5582.8
2024-12-22,TR-09,09#矿车,2023,7.52,2,220.5,3316.4
2024-12-22,TR-10,10#矿车,2016,7.64,3,229.2,5256.3
2024-12-22,TR-11,11#矿车,2021,8.15,3,227.1,5550.7
2024-12-22,TR-12,12#矿车,2013,7.11,2,227.1,3229.8
2024-12-23,TR-01,01#矿车,2017,8.38,3,219.5,5520.9
2024-12-23,TR-02,02#矿车,2021,8.46,3,217.3,5512.1
2024-12-23,TR-03,03#矿车,2019,8.16,2,219.3,3581.2
2024-12-23,TR-04,04#矿车,2014,7.19,3,217.8,4700.1
2024-12-23,TR-05,05#矿车,2022,8.46,3,231.5,5873.8
2024-12-23,TR-06,06#矿车,2018,4.13,1,229.1,945.3
2024-12-23,TR-07,07#矿车,2020,9.11,3,217.4,5938.0
2024-12-23,TR-08,08#矿车,2015,8.82,3,222.5,5884.5
2024-12-23,TR-09,09#矿车,2023,7.8,2,220.5,3439.5
2024-12-23,TR-10,10#矿车,2016,8.4,2,229.2,3851.0
2024-12-23,TR-11,11#矿车,2021,7.94,3,227.1,5406.7
2024-12-23,TR-12,12#矿车,2013,7.18,2,227.1,3259.9
2024-12-24,TR-01,01#矿车,2017,8.34,2,219.5,3661.7
2024-12-24,TR-02,02#矿车,2021,8.44,3,217.3,5503.4
2024-12-24,TR-03,03#矿车,2019,8.59,2,219.3,3768.7
2024-12-24,TR-04,04#矿车,2014,6.75,3,217.8,4408.0
2024-12-24,TR-05,05#矿车,2022,8.65,2,231.5,4004.0
2024-12-24,TR-06,06#矿车,2018,8.43,2,229.1,3860.7
2024-12-24,TR-07,07#矿车,2020,8.81,3,217.4,5746.6
2024-12-24,TR-08,08#矿车,2015,8.33,2,222.5,3704.7
2024-12-24,TR-09,09#矿车,2023,7.69,2,220.5,3391.8
2024-12-24,TR-10,10#矿车,2016,8.13,3,229.2,5593.1
2024-12-24,TR-11,11#矿车,2021,8.6,3,227.1,5856.8
2024-12-24,TR-12,12#矿车,2013,6.16,3,227.1,4200.0
2024-12-25,TR-01,01#矿车,2017,8.07,3,219.5,5317.4
2024-12-25,TR-02,02#矿车,2021,8.46,2,217.3,3678.2
2024-12-25,TR-03,03#矿车,2019,8.52,3,219.3,5602.6
2024-12-25,TR-04,04#矿车,2014,6.71,3,217.8,4383.8
2024-12-25,TR-05,05#矿车,2022,8.59,3,231.5,5967.1
2024-12-25,TR-06,06#矿车,2018,7.81,3,229.1,5370.7
2024-12-25,TR-07,07#矿车,2020,8.6,3,217.4,5605.1
2024-12-25,TR-08,08#矿车,2015,8.91,3,222.5,5945.6
2024-12-25,TR-09,09#矿车,2023,7.61,3,220.5,5032.1
2024-12-25,TR-10,10#矿车,2016,8.44,2,229.2,3870.2
2024-12-25,TR-11,11#矿车,2021,8.77,3,227.1,5972.9
2024-12-25,TR-12,12#矿车,2013,6.61,3,227.1,4501.6
2024-12-26,TR-01,01#矿车,2017,8.38,3,219.5,5516.2
2024-12-26,TR-02,02#矿车,2021,8.48,3,217.3,5531.3
2024-12-26,TR-03,03#矿车,2019,8.1,3,219.3,5329.0
2024-12-26,TR-04,04#矿车,2014,6.95,3,217.8,4538.0
2024-12-26,TR-05,05#矿车,2022,8.62,2,231.5,3992.4
2024-12-26,TR-06,06#矿车,2018,7.96,2,229.1,3648.1
2024-12-26,TR-07,07#矿车,2020,8.49,3,217.4,5535.9
2024-12-26,TR-08,08#矿车,2015,9.04,3,222.5,6032.0
2024-12-26,TR-09,09#矿车,2023,7.91,2,220.5,3487.7
2024-12-26,TR-10,10#矿车,2016,8.36,2,229.2,3832.9
2024-12-26,TR-11,11#矿车,2021,9.11,3,227.1,6203.7
2024-12-26,TR-12,12#矿车,2013,6.74,2,227.1,3062.2
2024-12-27,TR-01,01#矿车,2017,8.31,3,219.5,5474.4
2024-12-27,TR-02,02#矿车,2021,9.01,2,217.3,3915.0
2024-12-27,TR-03,03#矿车,2019,8.96,3,219.3,5892.8
2024-12-27,TR-04,04#矿车,2014,7.17,3,217.8,4686.6
2024-12-27,TR-05,05#矿车,2022,8.51,3,231.5,5910.5
2024-12-27,TR-06,06#矿车,2018,8.34,3,229.1,5730.6
2024-12-27,TR-07,07#矿车,2020,7.96,3,217.4,5191.6
2024-12-27,TR-08,08#矿车,2015,9.08,2,222.5,4039.0
2024-12-27,TR-09,09#矿车,2023,7.7,2,220.5,3397.7
2024-12-27,TR-10,10#矿车,2016,8.21,3,229.2,5646.7
2024-12-27,TR-11,11#矿车,2021,8.97,3,227.1,6111.2
2024-12-27,TR-12,12#矿车,2013,6.88,3,227.1,4690.6
2024-12-28,TR-01,01#矿车,2017,7.45,3,219.5,4903.5
2024-12-28,TR-02,02#矿车,2021,8.43,3,217.3,5496.7
2024-12-28,TR-03,03#矿车,2019,8.66,3,219.3,5695.0
2024-12-28,TR-04,04#矿车,2014,6.96,2,217.8,3031.6
2024-12-28,TR-05,05#矿车,2022,8.44,3,231.5,5865.2
2024-12-28,TR-06,06#矿车,2018,8.13,3,229.1,5589.7
2024-12-28,TR-07,07#矿车,2020,8.58,3,217.4,5592.7
2024-12-28,TR-08,08#矿车,2015,8.9,3,222.5,5943.3
2024-12-28,TR-09,09#矿车,2023,8.07,3,220.5,5338.7
2024-12-28,TR-10,10#矿车,2016,8.17,2,229.2,3745.6
2024-12-28,TR-11,11#矿车,2021,8.93,3,227.1,6083.8
2024-12-28,TR-12,12#矿车,2013,7.37,3,227.1,5018.1
2024-12-29,TR-01,01#矿车,2017,7.96,2,219.5,3496.5
2024-12-29,TR-02,02#矿车,2021,8.2,2,217.3,3563.2
2024-12-29,TR-03,03#矿车,2019,8.78,3,219.3,5778.6
2024-12-29,TR-04,04#矿车,2014,7.24,3,217.8,4731.1
2024-12-29,TR-05,05#矿车,2022,8.57,2,231.5,3966.6
2024-12-29,TR-06,06#矿车,2018,7.65,3,229.1,5255.8
2024-12-29,TR-07,07#矿车,2020,8.93,3,217.4,5825.3
2024-12-29,TR-08,08#矿车,2015,8.88,3,222.5,5927.1
2024-12-29,TR-09,09#矿车,2023,7.78,3,220.5,5146.8
2024-12-29,TR-10,10#矿车,2016,7.9,2,229.2,3621.8
2024-12-29,TR-11,11#矿车,2021,8.54,3,227.1,5818.4
2024-12-29,TR-12,12#矿车,2013,6.97,2,227.1,3165.6
2024-12-30,TR-01,01#矿车,2017,8.31,2,219.5,3649.5
2024-12-30,TR-02,02#矿车,2021,8.18,3,217.3,5330.3
2024-12-30,TR-03,03#矿车,2019,8.6,3,219.3,5658.6
2024-12-30,TR-04,04#矿车,2014,7.32,3,217.8,4784.9
2024-12-30,TR-05,05#矿车,2022,8.82,2,231.5,4085.1
2024-12-30,TR-06,06#矿车,2018,7.9,3,229.1,5427.6
2024-12-30,TR-07,07#矿车,2020,8.6,2,217.4,3737.2
2024-12-30,TR-08,08#矿车,2015,8.35,3,222.5,5573.7
2024-12-30,TR-09,09#矿车,2023,8.33,3,220.5,5512.9
2024-12-30,TR-10,10#矿车,2016,8.29,2,229.2,3802.3
2024-12-30,TR-11,11#矿车,2021,8.34,2,227.1,3786.0
2024-12-30,TR-12,12#矿车,2013,7.09,3,227.1,4832.2
2024-12-31,TR-01,01#矿车,2017,8.24,2,219.5,3617.7
2024-12-31,TR-02,02#矿车,2021,8.39,2,217.3,3644.8
2024-12-31,TR-03,03#矿车,2019,5.17,1,219.3,1134.3
2024-12-31,TR-04,04#矿车,2014,7.67,3,217.8,5010.5
2024-12-31,TR-05,05#矿车,2022,9.2,3,231.5,6392.2
2024-12-31,TR-06,06#矿车,2018,7.58,3,229.1,5211.9
2024-12-31,TR-07,07#矿车,2020,8.5,3,217.4,5543.3
2024-12-31,TR-08,08#矿车,2015,9.01,3,222.5,6016.8
2024-12-31,TR-09,09#矿车,2023,7.8,3,220.5,5159.4
2024-12-31,TR-10,10#矿车,2016,8.25,3,229.2,5671.4
2024-12-31,TR-11,11#矿车,2021,8.48,3,227.1,5779.2
2024-12-31,TR-12,12#矿车,2013,6.51,3,227.1,4432.3
2025-01-01,TR-01,01#矿车,2017,8.11,2,219.5,3561.7
2025-01-01,TR-02,02#矿车,2021,8.24,3,217.3,5374.2
2025-01-01,TR-03,03#矿车,2019,8.14,3,219.3,5355.8
2025-01-01,TR-04,04#矿车,2014,7.31,3,217.8,4774.7
2025-01-01,TR-05,05#矿车,2022,8.91,2,231.5,4125.6
2025-01-01,TR-06,06#矿车,2018,7.97,3,229.1,5478.7
2025-01-01,TR-07,07#矿车,2020,8.68,3,217.4,5659.1
2025-01-01,TR-08,08#矿车,2015,9.01,3,222.5,6013.7
2025-01-01,TR-09,09#矿车,2023,8.17,3,220.5,5402.7
2025-01-01,TR-10,10#矿车,2016,8.73,2,229.2,4000.4
2025-01-01,TR-11,11#矿车,2021,8.75,3,227.1,5961.4
2025-01-01,TR-12,12#矿车,2013,6.53,3,227.1,4449.7
2025-01-02,TR-01,01#矿车,2017,7.6,3,219.5,5002.3
2025-01-02,TR-02,02#矿车,2021,7.78,2,217.3,3381.2
2025-01-02,TR-03,03#矿车,2019,7.95,3,219.3,5233.6
2025-01-02,TR-04,04#矿车,2014,7.39,2,217.8,3217.4
2025-01-02,TR-05,05#矿车,2022,8.75,3,231.5,6079.4
2025-01-02,TR-06,06#矿车,2018,8.23,3,229.1,5655.8
2025-01-02,TR-07,07#矿车,2020,8.88,3,217.4,5789.1
2025-01-02,TR-08,08#矿车,2015,8.35,3,222.5,5571.8
2025-01-02,TR-09,09#矿车,2023,7.93,3,220.5,5248.3
2025-01-02,TR-10,10#矿车,2016,8.36,2,229.2,3834.1
2025-01-02,TR-11,11#矿车,2021,8.52,3,227.1,5800.5
2025-01-02,TR-12,12#矿车,2013,6.94,3,227.1,4731.8
2025-01-03,TR-01,01#矿车,2017,8.16,3,219.5,5374.6
2025-01-03,TR-02,02#矿车,2021,8.25,2,217.3,3587.2
2025-01-03,TR-03,03#矿车,2019,8.17,2,219.3,3583.4
2025-01-03,TR-04,04#矿车,2014,7.08,3,217.8,4624.3
2025-01-03,TR-05,05#矿车,2022,8.8,3,231.5,6112.7
2025-01-03,TR-06,06#矿车,2018,8.07,2,229.1,3699.3
2025-01-03,TR-07,07#矿车,2020,8.94,3,217.4,5831.1
2025-01-03,TR-08,08#矿车,2015,8.55,3,222.5,5707.8
2025-01-03,TR-09,09#矿车,2023,7.78,3,220.5,5146.2
2025-01-03,TR-10,10#矿车,2016,8.6,3,229.2,5914.4
2025-01-03,TR-11,11#矿车,2021,8.34,3,227.1,5678.2
2025-01-03,TR-12,12#矿车,2013,6.89,3,227.1,4693.2
2025-01-04,TR-01,01#矿车,2017,7.8,3,219.5,5136.9
2025-01-04,TR-02,02#矿车,2021,7.92,3,217.3,5161.0
2025-01-04,TR-03,03#矿车,2019,7.8,2,219.3,3420.6
2025-01-04,TR-04,04#矿车,2014,6.74,2,217.8,2934.8
2025-01-04,TR-05,05#矿车,2022,8.44,3,231.5,5859.1
2025-01-04,TR-06,06#矿车,2018,8.03,2,229.1,3679.9
2025-01-04,TR-07,07#矿车,2020,8.45,3,217.4,5509.6
2025-01-04,TR-08,08#矿车,2015,8.37,2,222.5,3724.5
2025-01-04,TR-09,09#矿车,2023,7.91,2,220.5,3489.6
2025-01-04,TR-10,10#矿车,2016,8.59,3,229.2,5911.0
2025-01-04,TR-11,11#矿车,2021,8.01,2,227.1,3635.9
2025-01-04,TR-12,12#矿车,2013,6.34,3,227.1,4321.8
2025-01-05,TR-01,01#矿车,2017,7.83,2,219.5,3439.1
2025-01-05,TR-02,02#矿车,2021,8.45,3,217.3,5510.7
2025-01-05,TR-03,03#矿车,2019,7.81,3,219.3,5137.9
2025-01-05,TR-04,04#矿车,2014,6.95,3,217.8,4540.3
2025-01-05,TR-05,05#矿车,2022,8.53,3,231.5,5922.7
2025-01-05,TR-06,06#矿车,2018,8.19,2,229.1,3750.7
2025-01-05,TR-07,07#矿车,2020,8.64,3,217.4,5635.8
2025-01-05,TR-08,08#矿车,2015,8.39,3,222.5,5599.9
2025-01-05,TR-09,09#矿车,2023,7.46,2,220.5,3291.0
2025-01-05,TR-10,10#矿车,2016,8.42,3,229.2,5787.3
2025-01-05,TR-11,11#矿车,2021,8.27,3,227.1,5635.4
2025-01-05,TR-12,12#矿车,2013,6.61,2,227.1,3004.2
2025-01-06,TR-01,01#矿车,2017,8.05,3,219.5,5303.8
2025-01-06,TR-02,02#矿车,2021,8.29,3,217.3,5406.3
2025-01-06,TR-03,03#矿车,2019,8.0,3,219.3,5260.6
2025-01-06,TR-04,04#矿车,2014,6.72,2,217.8,2925.9
2025-01-06,TR-05,05#矿车,2022,8.66,3,231.5,6018.2
2025-01-06,TR-06,06#矿车,2018,8.11,3,229.1,5570.6
2025-01-06,TR-07,07#矿车,2020,8.47,3,217.4,5519.7
2025-01-06,TR-08,08#矿车,2015,8.69,3,222.5,5801.5
2025-01-06,TR-09,09#矿车,2023,8.03,3,220.5,5309.0
2025-01-06,TR-10,10#矿车,2016,8.24,3,229.2,5664.5
2025-01-06,TR-11,11#矿车,2021,8.83,3,227.1,6017.1
2025-01-06,TR-12,12#矿车,2013,7.09,3,227.1,4832.1
2025-01-07,TR-01,01#矿车,2017,8.35,3,219.5,5498.1
2025-01-07,TR-02,02#矿车,2021,7.88,2,217.3,3423.1
2025-01-07,TR-03,03#矿车,2019,8.31,3,219.3,5467.6
2025-01-07,TR-04,04#矿车,2014,7.11,3,217.8,4641.8
2025-01-07,TR-05,05#矿车,2022,8.52,3,231.5,5918.5
2025-01-07,TR-06,06#矿车,2018,7.54,2,229.1,3454.2
2025-01-07,TR-07,07#矿车,2020,8.4,2,217.4,3651.2
2025-01-07,TR-08,08#矿车,2015,8.37,3,222.5,5583.8
2025-01-07,TR-09,09#矿车,2023,7.88,2,220.5,3475.1
2025-01-07,TR-10,10#矿车,2016,8.93,3,229.2,6141.4
2025-01-07,TR-11,11#矿车,2021,8.95,3,227.1,6094.0
2025-01-07,TR-12,12#矿车,2013,7.01,3,227.1,4774.4
2025-01-08,TR-01,01#矿车,2017,8.22,2,219.5,3607.6
2025-01-08,TR-02,02#矿车,2021,7.72,3,217.3,5033.0
2025-01-08,TR-03,03#矿车,2019,8.43,2,219.3,3695.4
2025-01-08,TR-04,04#矿车,2014,6.89,2,217.8,2999.2
2025-01-08,TR-05,05#矿车,2022,8.8,2,231.5,4073.5
2025-01-08,TR-06,06#矿车,2018,8.1,3,229.1,5567.3
2025-01-08,TR-07,07#矿车,2020,8.58,2,217.4,3732.0
2025-01-08,TR-08,08#矿车,2015,8.26,3,222.5,5513.1
2025-01-08,TR-09,09#矿车,2023,7.93,2,220.5,3497.8
2025-01-08,TR-10,10#矿车,2016,8.63,3,229.2,5932.2
2025-01-08,TR-11,11#矿车,2021,8.27,3,227.1,5631.0
2025-01-08,TR-12,12#矿车,2013,7.27,3,227.1,4951.2
2025-01-09,TR-01,01#矿车,2017,8.33,2,219.5,3659.1
2025-01-09,TR-02,02#矿车,2021,7.89,2,217.3,3431.1
2025-01-09,TR-03,03#矿车,2019,8.68,3,219.3,5709.5
2025-01-09,TR-04,04#矿车,2014,7.5,3,217.8,4899.3
2025-01-09,TR-05,05#矿车,2022,8.98,2,231.5,4160.6
2025-01-09,TR-06,06#矿车,2018,8.11,3,229.1,5574.9
2025-01-09,TR-07,07#矿车,2020,8.81,2,217.4,3828.2
2025-01-09,TR-08,08#矿车,2015,8.62,2,222.5,3834.7
2025-01-09,TR-09,09#矿车,2023,7.63,3,220.5,5049.2
2025-01-09,TR-10,10#矿车,2016,8.55,3,229.2,5881.8
2025-01-09,TR-11,11#矿车,2021,8.73,2,227.1,3963.8
2025-01-09,TR-12,12#矿车,2013,7.04,2,227.1,3198.7
2025-01-10,TR-01,01#矿车,2017,8.19,3,219.5,5396.6
2025-01-10,TR-02,02#矿车,2021,8.33,2,217.3,3620.4
2025-01-10,TR-03,03#矿车,2019,8.35,3,219.3,5491.8
2025-01-10,TR-04,04#矿车,2014,7.24,2,217.8,3154.7
2025-01-10,TR-05,05#矿车,2022,8.84,3,231.5,6137.1
2025-01-10,TR-06,06#矿车,2018,8.22,2,229.1,3766.0
2025-01-10,TR-07,07#矿车,2020,9.11,3,217.4,5938.3
2025-01-10,TR-08,08#矿车,2015,8.36,3,222.5,5578.9
2025-01-10,TR-09,09#矿车,2023,7.51,3,220.5,4969.7
2025-01-10,TR-10,10#矿车,2016,8.61,3,229.2,5920.0
2025-01-10,TR-11,11#矿车,2021,8.23,2,227.1,3737.6
2025-01-10,TR-12,12#矿车,2013,6.89,2,227.1,3129.1
2025-01-11,TR-01,01#矿车,2017,8.1,2,219.5,3556.3
2025-01-11,TR-02,02#矿车,2021,8.41,2,217.3,3653.5
2025-01-11,TR-03,03#矿车,2019,8.5,2,219.3,3728.8
2025-01-11,TR-04,04#矿车,2014,7.65,3,217.8,5000.1
2025-01-11,TR-05,05#矿车,2022,8.47,2,231.5,3921.2
2025-01-11,TR-06,06#矿车,2018,7.98,2,229.1,3655.0
2025-01-11,TR-07,07#矿车,2020,8.77,3,217.4,5716.4
2025-01-11,TR-08,08#矿车,2015,8.63,3,222.5,5761.8
2025-01-11,TR-09,09#矿车,2023,7.8,2,220.5,3438.1
2025-01-11,TR-10,10#矿车,2016,8.47,3,229.2,5824.4
2025-01-11,TR-11,11#矿车,2021,8.05,3,227.1,5483.9
2025-01-11,TR-12,12#矿车,2013,7.54,3,227.1,5135.8
2025-01-12,TR-01,01#矿车,2017,8.11,2,219.5,3560.6
2025-01-12,TR-02,02#矿车,2021,8.51,3,217.3,5547.1
2025-01-12,TR-03,03#矿车,2019,8.55,2,219.3,3751.7
2025-01-12,TR-04,04#矿车,2014,7.12,3,217.8,4650.9
2025-01-12,TR-05,05#矿车,2022,8.51,3,231.5,5909.6
2025-01-12,TR-06,06#矿车,2018,8.08,2,229.1,3700.9
2025-01-12,TR-07,07#矿车,2020,8.63,3,217.4,5628.3
2025-01-12,TR-08,08#矿车,2015,8.65,3,222.5,5774.9
2025-01-12,TR-09,09#矿车,2023,7.87,3,220.5,5205.3
2025-01-12,TR-10,10#矿车,2016,8.42,3,229.2,5787.7
2025-01-12,TR-11,11#矿车,2021,8.36,3,227.1,5691.5
2025-01-12,TR-12,12#矿车,2013,7.52,3,227.1,5124.3
2025-01-13,TR-01,01#矿车,2017,8.02,2,219.5,3519.8
2025-01-13,TR-02,02#矿车,2021,8.18,3,217.3,5334.0
2025-01-13,TR-03,03#矿车,2019,8.36,3,219.3,5499.8
2025-01-13,TR-04,04#矿车,2014,6.73,3,217.8,4394.7
2025-01-13,TR-05,05#矿车,2022,8.57,3,231.5,5952.9
2025-01-13,TR-06,06#矿车,2018,8.41,2,229.1,3851.7
2025-01-13,TR-07,07#矿车,2020,8.39,3,217.4,5468.6
2025-01-13,TR-08,08#矿车,2015,8.17,3,222.5,5456.1
2025-01-13,TR-09,09#矿车,2023,7.69,3,220.5,5087.5
2025-01-13,TR-10,10#矿车,2016,8.75,3,229.2,6020.3
2025-01-13,TR-11,11#矿车,2021,8.57,3,227.1,5840.1
2025-01-13,TR-12,12#矿车,2013,7.11,3,227.1,4847.6
2025-01-14,TR-01,01#矿车,2017,8.03,2,219.5,3525.9
2025-01-14,TR-02,02#矿车,2021,8.04,2,217.3,3495.3
2025-01-14,TR-03,03#矿车,2019,7.63,3,219.3,5018.9
2025-01-14,TR-04,04#矿车,2014,6.99,3,217.8,4566.6
2025-01-14,TR-05,05#矿车,2022,7.8,3,231.5,5415.8
2025-01-14,TR-06,06#矿车,2018,8.34,2,229.1,3820.9
2025-01-14,TR-07,07#矿车,2020,8.67,2,217.4,3768.7
2025-01-14,TR-08,08#矿车,2015,8.39,3,222.5,5599.3
2025-01-14,TR-09,09#矿车,2023,7.87,2,220.5,3469.1
2025-01-14,TR-10,10#矿车,2016,8.61,3,229.2,5923.2
2025-01-14,TR-11,11#矿车,2021,8.66,3,227.1,5901.8
2025-01-14,TR-12,12#矿车,2013,7.01,2,227.1,3182.2
2025-01-15,TR-01,01#矿车,2017,8.64,2,219.5,3792.8
2025-01-15,TR-02,02#矿车,2021,7.92,3,217.3,5164.0
2025-01-15,TR-03,03#矿车,2019,8.11,3,219.3,5333.2
2025-01-15,TR-04,04#矿车,2014,7.12,3,217.8,4651.4
2025-01-15,TR-05,05#矿车,2022,8.37,2,231.5,3875.8
2025-01-15,TR-06,06#矿车,2018,8.32,3,229.1,5715.7
2025-01-15,TR-07,07#矿车,2020,8.84,3,217.4,5761.4
2025-01-15,TR-08,08#矿车,2015,8.41,3,222.5,5614.3
2025-01-15,TR-09,09#矿车,2023,7.76,3,220.5,5132.9
2025-01-15,TR-10,10#矿车,2016,8.58,2,229.2,3934.7
2025-01-15,TR-11,11#矿车,2021,8.33,3,227.1,5674.8
2025-01-15,TR-12,12#矿车,2013,6.83,3,227.1,4652.6
2025-01-16,TR-01,01#矿车,2017,8.22,2,219.5,3607.6
2025-01-16,TR-02,02#矿车,2021,8.41,3,217.3,5482.5
2025-01-16,TR-03,03#矿车,2019,8.28,3,219.3,5447.0
2025-01-16,TR-04,04#矿车,2014,7.59,2,217.8,3305.0
2025-01-16,TR-05,05#矿车,2022,8.56,3,231.5,5943.4
2025-01-16,TR-06,06#矿车,2018,8.15,3,229.1,5598.1
2025-01-16,TR-07,07#矿车,2020,9.07,3,217.4,5915.0
2025-01-16,TR-08,08#矿车,2015,8.69,3,222.5,5797.6
2025-01-16,TR-09,09#矿车,2023,7.39,3,220.5,4888.3
2025-01-16,TR-10,10#矿车,2016,8.34,3,229.2,5734.4
2025-01-16,TR-11,11#矿车,2021,8.44,3,227.1,5752.4
2025-01-16,TR-12,12#矿车,2013,7.48,3,227.1,5096.6
2025-01-17,TR-01,01#矿车,2017,7.5,3,219.5,4938.1
2025-01-17,TR-02,02#矿车,2021,8.16,2,217.3,3546.1
2025-01-17,TR-03,03#矿车,2019,8.25,2,219.3,3617.8
2025-01-17,TR-04,04#矿车,2014,7.23,3,217.8,4723.7
2025-01-17,TR-05,05#矿车,2022,9.07,2,231.5,4199.4
2025-01-17,TR-06,06#矿车,2018,7.91,3,229.1,5433.9
2025-01-17,TR-07,07#矿车,2020,8.61,2,217.4,3744.6
2025-01-17,TR-08,08#矿车,2015,8.7,3,222.5,5809.9
2025-01-17,TR-09,09#矿车,2023,8.0,3,220.5,5290.3
2025-01-17,TR-10,10#矿车,2016,8.62,3,229.2,5925.3
2025-01-17,TR-11,11#矿车,2021,8.34,2,227.1,3787.6
2025-01-17,TR-12,12#矿车,2013,6.88,2,227.1,3125.8
2025-01-18,TR-01,01#矿车,2017,8.13,3,219.5,5356.9
2025-01-18,TR-02,02#矿车,2021,8.78,3,217.3,5724.0
2025-01-18,TR-03,03#矿车,2019,8.05,3,219.3,5296.1
2025-01-18,TR-04,04#矿车,2014,7.1,2,217.8,3092.8
2025-01-18,TR-05,05#矿车,2022,8.64,3,231.5,6001.1
2025-01-18,TR-06,06#矿车,2018,8.22,3,229.1,5651.2
2025-01-18,TR-07,07#矿车,2020,4.57,0,217.4,0.0
2025-01-18,TR-08,08#矿车,2015,8.55,3,222.5,5704.1
2025-01-18,TR-09,09#矿车,2023,7.97,3,220.5,5273.1
2025-01-18,TR-10,10#矿车,2016,8.41,3,229.2,5784.4
2025-01-18,TR-11,11#矿车,2021,8.34,3,227.1,5677.8
2025-01-18,TR-12,12#矿车,2013,6.89,3,227.1,4697.4
2025-01-19,TR-01,01#矿车,2017,8.13,3,219.5,5352.2
2025-01-19,TR-02,02#矿车,2021,8.37,3,217.3,5454.7
2025-01-19,TR-03,03#矿车,2019,8.08,3,219.3,5319.1
2025-01-19,TR-04,04#矿车,2014,6.71,3,217.8,4386.1
2025-01-19,TR-05,05#矿车,2022,8.24,3,231.5,5723.3
2025-01-19,TR-06,06#矿车,2018,7.97,2,229.1,3649.6
2025-01-19,TR-07,07#矿车,2020,8.53,3,217.4,5559.4
2025-01-19,TR-08,08#矿车,2015,9.01,2,222.5,4009.4
2025-01-19,TR-09,09#矿车,2023,8.07,3,220.5,5337.9
2025-01-19,TR-10,10#矿车,2016,8.2,2,229.2,3757.3
2025-01-19,TR-11,11#矿车,2021,8.02,2,227.1,3643.2
2025-01-19,TR-12,12#矿车,2013,7.09,2,227.1,3220.7
2025-01-20,TR-01,01#矿车,2017,8.02,3,219.5,5281.0
2025-01-20,TR-02,02#矿车,2021,8.06,2,217.3,3502.6
2025-01-20,TR-03,03#矿车,2019,8.24,3,219.3,5420.7
2025-01-20,TR-04,04#矿车,2014,6.98,3,217.8,4559.8
2025-01-20,TR-05,05#矿车,2022,8.56,3,231.5,5947.1
2025-01-20,TR-06,06#矿车,2018,7.86,2,229.1,3602.0
2025-01-20,TR-07,07#矿车,2020,8.36,3,217.4,5451.2
2025-01-20,TR-08,08#矿车,2015,8.72,2,222.5,3878.8
2025-01-20,TR-09,09#矿车,2023,7.62,3,220.5,5044.0
2025-01-20,TR-10,10#矿车,2016,8.14,3,229.2,5598.7
2025-01-20,TR-11,11#矿车,2021,8.51,3,227.1,5796.4
2025-01-20,TR-12,12#矿车,2013,6.73,2,227.1,3055.0
2025-01-21,TR-01,01#矿车,2017,8.11,3,219.5,5338.2
2025-01-21,TR-02,02#矿车,2021,8.06,3,217.3,5255.9
2025-01-21,TR-03,03#矿车,2019,8.07,2,219.3,3538.7
2025-01-21,TR-04,04#矿车,2014,6.81,3,217.8,4450.9
2025-01-21,TR-05,05#矿车,2022,8.19,3,231.5,5690.2
2025-01-21,TR-06,06#矿车,2018,8.35,2,229.1,3827.8
2025-01-21,TR-07,07#矿车,2020,8.24,3,217.4,5375.6
2025-01-21,TR-08,08#矿车,2015,8.87,3,222.5,5920.2
2025-01-21,TR-09,09#矿车,2023,7.48,3,220.5,4950.2
2025-01-21,TR-10,10#矿车,2016,8.22,2,229.2,3770.8
2025-01-21,TR-11,11#矿车,2021,8.57,3,227.1,5835.6
2025-01-21,TR-12,12#矿车,2013,6.6,2,227.1,2998.3
2025-01-22,TR-01,01#矿车,2017,7.84,2,219.5,3440.0
2025-01-22,TR-02,02#矿车,2021,8.31,2,217.3,3611.0
2025-01-22,TR-03,03#矿车,2019,8.46,2,219.3,3708.9
2025-01-22,TR-04,04#矿车,2014,6.86,3,217.8,4478.5
2025-01-22,TR-05,05#矿车,2022,8.17,3,231.5,5675.5
2025-01-22,TR-06,06#矿车,2018,7.87,3,229.1,5405.6
2025-01-22,TR-07,07#矿车,2020,8.31,3,217.4,5415.9
2025-01-22,TR-08,08#矿车,2015,8.8,3,222.5,5875.3
2025-01-22,TR-09,09#矿车,2023,7.57,2,220.5,3337.8
2025-01-22,TR-10,10#矿车,2016,8.77,2,229.2,4021.1
2025-01-22,TR-11,11#矿车,2021,8.48,3,227.1,5777.2
2025-01-22,TR-12,12#矿车,2013,6.88,2,227.1,3124.6
2025-01-23,TR-01,01#矿车,2017,8.14,2,219.5,3575.0
2025-01-23,TR-02,02#矿车,2021,8.56,2,217.3,3720.8
2025-01-23,TR-03,03#矿车,2019,8.46,2,219.3,3708.6
2025-01-23,TR-04,04#矿车,2014,6.68,3,217.8,4365.4
2025-01-23,TR-05,05#矿车,2022,8.44,3,231.5,5863.5
2025-01-23,TR-06,06#矿车,2018,7.93,3,229.1,5453.3
2025-01-23,TR-07,07#矿车,2020,8.49,3,217.4,5532.9
2025-01-23,TR-08,08#矿车,2015,8.67,3,222.5,5786.8
2025-01-23,TR-09,09#矿车,2023,7.97,3,220.5,5272.1
2025-01-23,TR-10,10#矿车,2016,8.27,3,229.2,5689.4
